,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
119,"Remind Me to Forget",Kygo,1088,https://open.spotify.com/track/6xTU6B6nFwKKTSZ9ySXS80
120,"Shape of You","Ed Sheeran",1087,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
121,goosebumps,"Travis Scott",1074,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
122,"The Flute Song",Russ,1071,https://open.spotify.com/track/6pGuOWYOFDcSgmVvFWRWSv
123,"Lean Wit Me","Juice WRLD",1071,https://open.spotify.com/track/29tc0GbW0pTSBZSCZF3NWk
124,"Hopeless Romantic (feat. Swae Lee)","Wiz Khalifa",1070,https://open.spotify.com/track/7IBSffWIu7P2MC7kMwy2FM
125,FRIENDS,Marshmello,1066,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
126,"Pentru Un Gram De Atenție","Grasu XXL",1065,https://open.spotify.com/track/6OaN8qylpu2nq5YcGrjQCh
127,"Let Her Go",6LACK,1063,https://open.spotify.com/track/0CIGZEXjZ8L52lOrqUljJt
128,"New Rules","Dua Lipa",1055,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
129,"Walk It Talk It",Migos,1049,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
130,"Leave Me Alone","Flipp Dinero",1044,https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g
131,"Jocurile Foamei","Grasu XXL",1040,https://open.spotify.com/track/4JEzOSlqOqcFjJ3o5gCyrS
132,Havana,"Camila Cabello",1034,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
133,Narcos,Migos,1031,https://open.spotify.com/track/0wbnC9AUenxp613TYaJsGK
134,Closer,"The Chainsmokers",1029,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
135,"Livin' In a Dream (feat. Nipsey Hussle)","The Neighbourhood",1026,https://open.spotify.com/track/0OFx0tbEJYA9adkwDtQxvY
136,Sorry,6LACK,1026,https://open.spotify.com/track/2xRyZfWe9bnRfH1ZfhYO98
137,"River (feat. Ed Sheeran)",Eminem,1026,https://open.spotify.com/track/1cS0TgbR263ey9jn0MwD2s
138,"BUTTERFLY EFFECT","Travis Scott",1025,https://open.spotify.com/track/6xcJyGpfZbuuiequtnlKt4
139,APESHIT,"The Carters",1024,https://open.spotify.com/track/0E6PsO3ymCfUh7pJQjBgkj
140,"High Hopes","Panic! At The Disco",1018,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
141,Hope,XXXTENTACION,1014,https://open.spotify.com/track/2ZRo7axmMPeSVUvDbGkJah
142,YOSEMITE,"Travis Scott",1012,https://open.spotify.com/track/7lAK3oHbfEnvUQWosrMMpR
143,"lovely (with Khalid)","Billie Eilish",1009,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
