,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
139,"If You're Over Me","Years & Years",2385,https://open.spotify.com/track/1oc3jna2ablnfIKLYbKujl
140,Riptide,"Vance Joy",2379,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
141,"What Lovers Do (feat. SZA)","Maroon 5",2379,https://open.spotify.com/track/0GxQ1A5L9xnMOytbP6eKBG
142,Plakala,"DIVOKEJ BILL",2378,https://open.spotify.com/track/3h9EMra1EG4oncHLPiEJce
143,"Psycho (feat. Ty Dolla $ign)","Post Malone",2371,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
144,"Right Now","Nick Jonas",2366,https://open.spotify.com/track/43wzy7JxMEfvCh8ZFeZKYk
145,"Look At Me!",XXXTENTACION,2352,https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s
146,"'Till I Collapse",Eminem,2344,https://open.spotify.com/track/4xkOaSrkexMciUUogZKVTS
147,Nonstop,Drake,2342,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
148,"Take Me to Church",Hozier,2333,https://open.spotify.com/track/3KYOGt8IO6j8wptkG9THag
149,"Welcome to the Party (with French Montana & Lil Pump, feat. Zhavia Ward) - from Deadpool 2",Diplo,2325,https://open.spotify.com/track/5mqzhMuUpvnMfwNz6iepmO
150,Spotlight,Marshmello,2316,https://open.spotify.com/track/6VrCmhRBFnuGKmtNfk4jDs
151,"All I Am","Jess Glynne",2313,https://open.spotify.com/track/6X6SdJzxyw7GzxwP2fr9WV
152,"Paul - Skit","Paul Rosenberg",2312,https://open.spotify.com/track/0Uv5Kp8sEnriJjkX4oLfNI
153,"Česká Florida","Robin Zoot",2310,https://open.spotify.com/track/6uVycD8ErwT1bHsgWezQej
154,Stargazing,Kygo,2302,https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP
155,"BIG LOVE","The Black Eyed Peas",2293,https://open.spotify.com/track/0b7ilDLShQaEBvTeoVVyS8
156,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,2293,https://open.spotify.com/track/7w9bgPAmPTtrkt2v16QWvQ
157,"Seven Nation Army","The White Stripes",2285,https://open.spotify.com/track/1jNOi6m3Hn8nLEeHCp5Msr
