,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
90,"El Préstamo",Maluma,9549,https://open.spotify.com/track/2XVilv6s9GETnw9PG4T9Mz
91,"Punto Y Aparte",Morat,9511,https://open.spotify.com/track/6RiV6DnCbfc0b2KbNvumdP
92,"La Modelo",Ozuna,9435,https://open.spotify.com/track/2SbzdGpOKlH3HIAGTWTbwU
93,"Ya Para Qué",Greeicy,9408,https://open.spotify.com/track/7HCZWKJmHITV7Pt5YTQDcL
94,Bella,Wolfine,9383,https://open.spotify.com/track/3xcCix7Jv1Rp90YVmgo35D
95,"Loca Remix",Khea,9255,https://open.spotify.com/track/2CRbiMK0W14l71SpDKqKZM
96,"El Peor","Chyno Miranda",9250,https://open.spotify.com/track/6ClrUcM3YpKlJhihx94Oel
97,Supuestamente,Ozuna,9130,https://open.spotify.com/track/1ZBU5DSoYQwaZVgep6pfn2
98,"New Rules","Dua Lipa",9030,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
99,Solita,Ozuna,8688,https://open.spotify.com/track/7rwX0O3RlxqqIjQM8evm5E
100,Celoso,"Lele Pons",8665,https://open.spotify.com/track/33zcmmElV1YbRZe57biUjg
101,"In My Mind",Dynoro,8627,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
102,"El Clavo - Remix","Prince Royce",8579,https://open.spotify.com/track/6bI00brFpeprqCDqKouEJS
103,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]","Anuel Aa",8560,https://open.spotify.com/track/5q2JbCNi4FcnglgPfxcV65
104,Peligrosa,"J Balvin",8425,https://open.spotify.com/track/3Nkqp3NSGWMXVVO08zGpN7
105,Dura,"Daddy Yankee",8403,https://open.spotify.com/track/6KuqAtoeVzxAYOaMveLNpH
106,"Escápate Conmigo (feat. Ozuna)",Wisin,8390,https://open.spotify.com/track/1KSqYYJFyfTecXFk9M0prc
107,"Por Pura Curiosidad",Fonseca,8390,https://open.spotify.com/track/1kLTaKK1qbtGuxggUtz8iz
108,Downtown,Anitta,8330,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
109,"La Memoria de Los Sentimientos","Santiago Cruz",8275,https://open.spotify.com/track/1XBXAQiv7lUs3Ul7T0uSwj
110,"A Partir De Hoy","David Bisbal",8266,https://open.spotify.com/track/7ojH6H4wE6XJNgzU4uvNc8
111,"La Correcta",Nabález,8217,https://open.spotify.com/track/1ISamB2lPDAeKb4Js2hLgq
112,Believer,"Imagine Dragons",8108,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
113,SUTRA,"Sebastian Yatra",8064,https://open.spotify.com/track/0lTYnxJdC68v0oXd5xolxY
114,Natural,"Imagine Dragons",8020,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP
115,"Solo (feat. Demi Lovato)","Clean Bandit",8012,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
116,"Zum Zum","Daddy Yankee",7963,https://open.spotify.com/track/7lEhOiFtcLXY4P7cuTKuQ8
117,"Mi Cama","Karol G",7947,https://open.spotify.com/track/7sFYVcKSb24qg0dAkqLEFj
118,Caraluna,Bacilos,7901,https://open.spotify.com/track/7DhYjNLksXZhbRQeheAums
119,"Baby Girl (feat. Lalo Ebratt)","Mario Bautista",7875,https://open.spotify.com/track/6o8ogTrSX8H0F66Pdz3Tsc
120,"God's Plan",Drake,7836,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
