,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
169,"Dr. Bayard","Mike el Nite",3552,https://open.spotify.com/track/4SqAddoPI8dLe48Pxh6fdO
170,"Good Guy (feat. Jessie Reyez)",Eminem,3545,https://open.spotify.com/track/4g32MdRoqwGKQd3NXIRhpU
171,Preciso,Valas,3545,https://open.spotify.com/track/3IUM4LmpkeAHMDdqYapXDa
172,Favela,"Ina Wroldsen",3509,https://open.spotify.com/track/2JVbZEpewmqNlSzmXJTx2E
173,"Next To Me","Imagine Dragons",3489,https://open.spotify.com/track/31VOknKjFrEX47bZXzqcoF
174,"O Clima",Lhast,3470,https://open.spotify.com/track/2KTw4vRM6mdBzMlVkInvSS
175,"Call Out My Name","The Weeknd",3449,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
176,"Tou Na Moda",Mastiksoul,3413,https://open.spotify.com/track/0YdPHD1q5U3UAZfsvkhPtT
177,Barking,Ramz,3412,https://open.spotify.com/track/2U5cq89GCnsR1yixKkC8d5
178,"Bella - Remix",Wolfine,3386,https://open.spotify.com/track/0SaYeGhSXN0dDWstyNTQ56
179,2002,Anne-Marie,3381,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
180,"Wonderwall - Remastered",Oasis,3380,https://open.spotify.com/track/5qqabIl2vWzo9ApSC317sa
181,"Pensamento Leve",Domi,3379,https://open.spotify.com/track/7zAZsi0omv840Z0W92mg65
182,"Paul - Skit","Paul Rosenberg",3322,https://open.spotify.com/track/0Uv5Kp8sEnriJjkX4oLfNI
183,"Ciumeira - Ao Vivo","Marília Mendonça",3319,https://open.spotify.com/track/2H1liABu20HXBOmbt5SQz1
184,"Trevo (Tu)",ANAVITÓRIA,3316,https://open.spotify.com/track/0o21KBZdbK4M0iY3mBwVmm
185,"Don’t Matter To Me (with Michael Jackson)",Drake,3301,https://open.spotify.com/track/6G8kHiVZ1jW7vHMPVRNZU0
186,Silence,Marshmello,3281,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
