,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
137,"Mengejar Rindu","Hyper Act",6064,https://open.spotify.com/track/2zWUFpgqSAS7BaaNfFUHjX
138,"Surat Cinta Untuk Starla",Virgoun,6050,https://open.spotify.com/track/5o6StwqqVfG3vRLx8UP310
139,Sulit,"Aman Aziz",6036,https://open.spotify.com/track/67XrooSCHpPxHN81XXyLDU
140,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,6032,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
141,Epiphany,BTS,5944,https://open.spotify.com/track/7L8hkKW4hnemNfuOfEZcle
142,Yellow,Coldplay,5923,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
143,"Power Up","Red Velvet",5904,https://open.spotify.com/track/381g0b6QZxC13SzA2HRMIc
144,"Jocelyn Flores",XXXTENTACION,5880,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
145,"Jackie Chan",Tiësto,5834,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
146,說散就散,"JC 陳泳彤",5827,https://open.spotify.com/track/3CE1HoJJ0FVKo7JHsWIuvC
147,Wolves,"Selena Gomez",5820,https://open.spotify.com/track/0tBbt8CrmxbjRP0pueQkyU
148,"In My Blood","Shawn Mendes",5810,https://open.spotify.com/track/2QZ7WLBE8h2y1Y5Fb8RYbH
149,"Trivia 轉 : Seesaw",BTS,5690,https://open.spotify.com/track/1ZPpGPko8oULTmi34rozMh
150,"Take A Bow - Main",Rihanna,5690,https://open.spotify.com/track/39afswHs17v53znQm1gDTY
151,GTFO,"Mariah Carey",5644,https://open.spotify.com/track/3MBHhhVQiGLX28NolyIdY1
152,"Real Friends","Camila Cabello",5643,https://open.spotify.com/track/3iq9nhbI8fcnNamxMft1uv
153,"Something Just Like This","The Chainsmokers",5614,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
154,"Like I'm Gonna Lose You","Meghan Trainor",5568,https://open.spotify.com/track/2YlZnw2ikdb837oKMKjBkW
155,"The Truth Untold",BTS,5508,https://open.spotify.com/track/48XfojJC87VKLlUotYV0Gm
156,那些你很冒險的夢,"JJ Lin",5506,https://open.spotify.com/track/5kZDxLcbqglZ2yYXg4Mkjc
157,Faded,"Alan Walker",5497,https://open.spotify.com/track/7gHs73wELdeycvS48JfIos
158,Terkemuka,"Benzooloo & Zizi Kirana & Sandra Dianne",5481,https://open.spotify.com/track/104mTqbRtSaWgvFCZWjvjb
159,"Pendusta Cinta",Wani,5479,https://open.spotify.com/track/7cq86WqTlEyG41ylBsMBSo
160,"Meskipun Kau Tahu","Projector Band",5479,https://open.spotify.com/track/7uMRWf15ibjL4R3keApWDB
161,"Just The Way You Are","Bruno Mars",5476,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
162,"A Thousand Years","Christina Perri",5476,https://open.spotify.com/track/6lanRgr6wXibZr8KgzXxBl
163,"Love Yourself","Justin Bieber",5466,https://open.spotify.com/track/50kpGaPAhYJ3sGmk6vplg0
164,Kepuraanmu,"Luqman Faiz",5458,https://open.spotify.com/track/4GxgD9RR2Np2rLJ75qcTQi
165,Aqilah,"Floor 88",5420,https://open.spotify.com/track/0CY3DW5iBkmNDjfqZ183J2
166,"Serendipity (Full Length Edition)",BTS,5414,https://open.spotify.com/track/5cQB9fbuQCz4muQUFkv3rR
167,"Best Part",H.E.R.,5407,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
168,BAAM,MOMOLAND,5379,https://open.spotify.com/track/4Is1b37KJY9XVCgzp81FBW
169,OTW,Khalid,5361,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
170,"BBoom BBoom",MOMOLAND,5327,https://open.spotify.com/track/3BPoSr2pO34Aan6alFfVto
171,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",5326,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
172,Narcissist,"No Rome",5308,https://open.spotify.com/track/4Zft1h1zRfkBqlAo4qEPqp
173,Silence,Marshmello,5300,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
174,"Dusk Till Dawn - Radio Edit",ZAYN,5295,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
175,"The Reason",Hoobastank,5279,https://open.spotify.com/track/1lHtE5JDCas1EwXhQIMOIj
176,"Thinking Out Loud","Ed Sheeran",5274,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg
177,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",5273,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
178,"Just Got Paid",Sigala,5262,https://open.spotify.com/track/0v3BMLcwUmAwyqJaf5997o
179,Moonlight,XXXTENTACION,5261,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
180,"She Will Be Loved - Radio Mix","Maroon 5",5240,https://open.spotify.com/track/4llK75pXNWZz6KAho2Gp16
181,"What Lovers Do (feat. SZA)","Maroon 5",5238,https://open.spotify.com/track/0GxQ1A5L9xnMOytbP6eKBG
182,Yellow,"Katherine Ho",5218,https://open.spotify.com/track/2XSzHLq8gOJHFflQr6QCpM
183,DNA,BTS,5218,https://open.spotify.com/track/5SE57ljOIUJ1ybL9U6CuBH
184,Nonstop,Drake,5198,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
185,"Answer : Love Myself",BTS,5180,https://open.spotify.com/track/4eVkn18rN4GguUWOsR6Use
186,"Born To Be Yours",Kygo,5176,https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM
187,"Feels Like Summer","Childish Gambino",5170,https://open.spotify.com/track/7p4vHnYXkxlzvfePJVpcTr
188,"BOOMBAYAH - KR Ver.",BLACKPINK,5118,https://open.spotify.com/track/1qAPA8TooLVEqAZ58fhcrt
189,等你下課,"Jay Chou",5080,https://open.spotify.com/track/76WthWB0v0KXUHZoAclMVV
190,"Lucky Strike","Troye Sivan",5036,https://open.spotify.com/track/5mTJcvxRxq3uF5wUjjciDw
191,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",5031,https://open.spotify.com/track/5Gu0PDLN4YJeW75PpBSg9p
192,"Rewrite The Stars","Zac Efron",4956,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN
193,"We Go Up","NCT DREAM",4954,https://open.spotify.com/track/26vOBLHS116a4WNUVlvAUW
194,"Let Her Go",Passenger,4935,https://open.spotify.com/track/2jyjhRf6DVbMPU5zxagN2h
195,Attention,"Charlie Puth",4918,https://open.spotify.com/track/5cF0dROlMOK5uNZtivgu50
196,Location,Khalid,4899,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
197,如果雨之後,"Eric Chou",4857,https://open.spotify.com/track/6kabSi7XCHHGThNme6J2tL
198,"All The Stars (with SZA)","Kendrick Lamar",4840,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
199,"Sesungguhnya Aku - From ""Red Velvet"" Soundtrack","Alif Satar",4838,https://open.spotify.com/track/51sJ2RHFHRu2tYPedg5MIq
200,"Fall for You (Acoustic)","Secondhand Serenade",4830,https://open.spotify.com/track/5V7mTIcXVU9k2JNu0mE6vy
