,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
77,"God is a woman","Ariana Grande",51225,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C
78,"Side Effects","The Chainsmokers",50179,https://open.spotify.com/track/3OtQmFLS5b3pTgIf44GQFJ
79,Loco,"Yung Felix",49231,https://open.spotify.com/track/0DCxNJg7yquzAHORClrP3e
80,"Therapy (feat. James Newman)","Armin van Buuren",49216,https://open.spotify.com/track/7yN5w9qB7Km1Fqx96ZnG5W
81,Seeka,"Sevn Alias",48427,https://open.spotify.com/track/3biB2DPSwBJH5V8VBNTBrA
82,Shutdown,SFB,47853,https://open.spotify.com/track/5e7W7nBD5KG2KHCnazm1Hz
83,ASS,Idaly,47134,https://open.spotify.com/track/2EInjnv0uxfPX67XxK6ERT
84,"Beautiful (feat. Camila Cabello)",Bazzi,47116,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF
85,"Leave a Light On","Tom Walker",46390,https://open.spotify.com/track/6lOWoTqVnAWXchddtTH31W
86,"I Like It","Cardi B",46244,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
87,"Pull Up",Dyna,45644,https://open.spotify.com/track/40Jfl936Y8gYHU0klKu3SN
88,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,45377,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
89,Duw,"Sevn Alias",45349,https://open.spotify.com/track/1JVfrQArZ6GNmcwM3Hi8II
90,Copines,"Aya Nakamura",45072,https://open.spotify.com/track/3AZg5nZgMquXJ67KgpngKX
91,"Lil Craney","Kraantje Pappie",44900,https://open.spotify.com/track/6mhojtIauujcoXxlGsihh1
92,"Altijd Op Tijd",Vic9,44526,https://open.spotify.com/track/1bh7gzZI3zD3dXNRB6xR1D
93,"Ze Willen Mee",Hardwell,43949,https://open.spotify.com/track/2zW8y5ry4YudAPnLmagr1c
94,"Space For Two","Mr. Probz",43675,https://open.spotify.com/track/2vNyWYQtbrgOKcSG64SZMJ
95,Moonlight,XXXTENTACION,42822,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
96,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",42638,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
97,Happier,"Ed Sheeran",42538,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB
98,Jacin,"Jacin Trill",41902,https://open.spotify.com/track/7FjbZ6ty6gYg5lT8WGxgBM
99,"Catch Up",Josylvio,41332,https://open.spotify.com/track/34IUrlhbMSYf5tniU2kHJF
100,"Triple S","De Fellas",40995,https://open.spotify.com/track/5bjbuOFX1rCRarFKGdNGtj
101,"Not Alike (feat. Royce Da 5'9)",Eminem,40453,https://open.spotify.com/track/28FGV3ORH14MYORd7s5dlU
102,"Mariners Apartment Complex","Lana Del Rey",40354,https://open.spotify.com/track/4UAW2gObi5o6sJla0qZpPn
103,"Geen Limiet","Young Ellens",40145,https://open.spotify.com/track/2gLxCTT5bbo2EkTNeTAsBe
104,"Te Boté - Remix","Nio Garcia",39486,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
105,Onderweg,Abel,39222,https://open.spotify.com/track/1EtcyegB7JLkAwwqiPyeJ6
106,"God's Plan",Drake,39212,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
107,SWISH,Tyga,38693,https://open.spotify.com/track/55GiOwtxNajXVbpjjIzMnD
