,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
86,"Escápate Conmigo (feat. Ozuna)",Wisin,1709,https://open.spotify.com/track/1KSqYYJFyfTecXFk9M0prc
87,Culpables,"Karol G",1704,https://open.spotify.com/track/6q8Lb50EtqNeeJXXe8mMAH
88,Sensualidad,"Bad Bunny",1689,https://open.spotify.com/track/5hcisvFMidkMJlElTO9Qmw
89,"Electricity (with Dua Lipa)","Silk City",1685,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk
90,"Lost on You",LP,1639,https://open.spotify.com/track/3SqvR3HYLlCTYzbDXJ52OC
91,"Una Lady Como Tú","Manuel Turizo",1625,https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF
92,Hola,"Zion & Lennox",1619,https://open.spotify.com/track/2dYJKHEqAUTCk2U9zntaS1
93,"La Cintura (feat. Flo Rida & TINI) - Remix","Alvaro Soler",1606,https://open.spotify.com/track/56gH0zGe3SP9SGNoQ2pWwn
94,Downtown,Anitta,1602,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
95,"To My Love - Tainy Remix","Bomba Estéreo",1596,https://open.spotify.com/track/5LciLoxa1gK70yIUeoHgRx
96,"Thunderclouds with Sia, Diplo & Labrinth",Sia,1591,https://open.spotify.com/track/5a8RPWgKSmcGBGcffmIrUi
97,"Que Va","Alex Sensation",1557,https://open.spotify.com/track/6J1R5wtPXiHiwiPstOSI56
98,"Felices los 4",Maluma,1542,https://open.spotify.com/track/1RouRzlg8OKFeqc6LvdxmB
99,"Miss Lonely - Dimelo Flow Remix",Sech,1533,https://open.spotify.com/track/3tRtlS9YUyYqVgqO3iM4bW
100,"Déjate Llevar","Juan Magán",1526,https://open.spotify.com/track/4hXAdUl4nAnSPc9thzP2E2
101,Mocca,"Lalo Ebratt",1526,https://open.spotify.com/track/0NKoPGc72yUKTIneVhFfg1
102,"Échame La Culpa","Luis Fonsi",1523,https://open.spotify.com/track/2hl6q70unbviGo3g1R7uFx
103,"New Rules","Dua Lipa",1520,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
104,Ibiza,Ozuna,1512,https://open.spotify.com/track/1h9P5WJwyvK8OB7O2YiXgp
105,"Sin Querer Queriendo (feat. Mau y Ricky)",Lali,1508,https://open.spotify.com/track/5rUNrHC5b0oYanaw370Ncz
106,Dimelo,"Paulo Londra",1506,https://open.spotify.com/track/3uwehoqKSQLa5lFFvIX6M3
107,Perfect,"Ed Sheeran",1484,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
108,IDGAF,"Dua Lipa",1465,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
109,Happier,Marshmello,1464,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
110,Mamita,CNCO,1457,https://open.spotify.com/track/71GAvRsilpo9pqd0vYn8Mo
111,"No Brainer","DJ Khaled",1448,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8
112,"Bohemian Rhapsody - Remastered 2011",Queen,1445,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J
113,SUTRA,"Sebastian Yatra",1445,https://open.spotify.com/track/0lTYnxJdC68v0oXd5xolxY
114,"El Clavo","Prince Royce",1442,https://open.spotify.com/track/0LKErfBZ5FbBiLB4OcZRbL
115,"Solo (feat. Demi Lovato)","Clean Bandit",1441,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
116,"Se Preparó",Ozuna,1421,https://open.spotify.com/track/1m69ELEgE6k5ZWsap40ozt
117,SAD!,XXXTENTACION,1409,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
118,Mayores,"Becky G",1392,https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau
119,"Calypso - Remix","Luis Fonsi",1376,https://open.spotify.com/track/3B1q4Cv9PcYdiOpzqKSEIV
120,"Lucky You (feat. Joyner Lucas)",Eminem,1354,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0
121,"Vivo Pensando En Ti (feat. Maluma)","Felipe Peláez",1351,https://open.spotify.com/track/4DBnQKEkneEBbUXJVX5Kxs
122,"Mi Mala - Remix","Mau y Ricky",1351,https://open.spotify.com/track/6kOHug1s9Nd5gsHrX8irs2
123,Besándote,"Piso 21",1350,https://open.spotify.com/track/43jclIPKJv9iFiYWVyWqsb
124,Ponle,Rvssian,1345,https://open.spotify.com/track/28O1p0bQXH2F6Qn8jBZZR4
125,"Besos En Guerra",Morat,1343,https://open.spotify.com/track/5KgdtjmglXPjJNKvMvSjgo
126,"Ahora Te Puedes Marchar","Luis Miguel",1343,https://open.spotify.com/track/1uKjQoh8JZj9ryuYRhpd7E
127,"Díganle - Tainy Remix","Leslie Grace",1331,https://open.spotify.com/track/1l89iNLbzfFN9TsWJORolB
128,Thunder,"Imagine Dragons",1325,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB
129,"Eastside (with Halsey & Khalid)","benny blanco",1313,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
130,Dura,"Daddy Yankee",1305,https://open.spotify.com/track/6KuqAtoeVzxAYOaMveLNpH
131,Amorfoda,"Bad Bunny",1304,https://open.spotify.com/track/3ITvHA9zhZZdBJsOsAUegF
132,"rockstar (feat. 21 Savage)","Post Malone",1302,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
133,"No Te Vas",Nacho,1300,https://open.spotify.com/track/21Dt0T82tst15r3HCIM2Ku
134,Brindemos,"Anuel Aa",1298,https://open.spotify.com/track/7LeQ55Z5jPBB0ggYJtAiYO
135,"El Farsante - Remix",Ozuna,1296,https://open.spotify.com/track/7uYgVgRSgqluZclLS7wpp4
136,Solo,Amenazzy,1292,https://open.spotify.com/track/7mTWMsbnRPGmyLOEaImXOU
137,Justicia,"Silvestre Dangond",1282,https://open.spotify.com/track/6ipp8Dhs33KinlF4BStgca
138,"Quisiera Alejarme (feat. Ozuna & CNCO) - Remix",Wisin,1282,https://open.spotify.com/track/4khRdk0vpLBWzGu41Fd7Rl
139,"Hey DJ",CNCO,1280,https://open.spotify.com/track/1XgpK29CGGjZnxPYkiRbh4
140,"Say My Name","David Guetta",1279,https://open.spotify.com/track/0YammaEkYSeo9vQYZ1OwS6
141,Caraluna,Bacilos,1277,https://open.spotify.com/track/7DhYjNLksXZhbRQeheAums
142,"The Scientist",Coldplay,1275,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle
143,"La Correcta",Nabález,1274,https://open.spotify.com/track/1ISamB2lPDAeKb4Js2hLgq
144,Traicionera,"Sebastian Yatra",1266,https://open.spotify.com/track/4Ft0391aLVNtCPPseh98lp
145,"El Embrujo",Morat,1265,https://open.spotify.com/track/6GM7WCa0accugI9b2JTeix
146,"La Incondicional","Luis Miguel",1264,https://open.spotify.com/track/6F9yAYUaNbUhdlQyt5uZ3b
147,"Qué Tienes Tú",Dvicio,1256,https://open.spotify.com/track/4txQPJDlvU72lC6EMhT7m9
148,"Jocelyn Flores",XXXTENTACION,1256,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
149,Usted,"Juan Magán",1253,https://open.spotify.com/track/79HTe42PihWUUq4BDjcuCq
150,changes,XXXTENTACION,1253,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
151,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,1236,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
152,"Solo - Remix","Lary Over",1226,https://open.spotify.com/track/3He16IbDCweYwKPIa9jbNS
153,"God's Plan",Drake,1224,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
154,"Tu Falta De Querer","Mon Laferte",1220,https://open.spotify.com/track/4skuEIloXWuxxgekKupkEH
155,"Me Llamas (feat. Maluma) - Remix","Piso 21",1219,https://open.spotify.com/track/5hEM0JchdVzQ5PwvSfITeX
156,Closer,"The Chainsmokers",1216,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
157,"El Peor","Chyno Miranda",1201,https://open.spotify.com/track/6ClrUcM3YpKlJhihx94Oel
158,"Amor (Ft. Mon Laferte) - MTV Unplugged","Los Auténticos Decadentes",1200,https://open.spotify.com/track/2fscHtYDKLd7xYRCTe3prP
159,"Reggaetón Lento (Bailemos)",CNCO,1199,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo
160,Subete,"Lary Over",1199,https://open.spotify.com/track/6CWMm2mJOrKyDH4W1X5d06
161,"Burn Out (feat. Dewain Whitmore)","Martin Garrix",1187,https://open.spotify.com/track/7IWTIkiWGWNQyYfOLdMrGD
162,"Báilame - Remix",Nacho,1171,https://open.spotify.com/track/4l3xGFwoTinvYxsePytOOf
163,"Nunca Es Suficiente","Los Angeles Azules",1170,https://open.spotify.com/track/63USmok1OioBzKuWGW9wAg
164,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]","Anuel Aa",1163,https://open.spotify.com/track/5q2JbCNi4FcnglgPfxcV65
165,"Como Mirarte","Sebastian Yatra",1162,https://open.spotify.com/track/0CXEPVeQDLgDBfvcsQpXq1
166,"Todo El Amor (feat. Maluma & Wisin)","De La Ghetto",1160,https://open.spotify.com/track/4LQL3TMYtU7J8xBUhyjJxQ
167,"Culpable O No - Miénteme Como Siempre","Luis Miguel",1158,https://open.spotify.com/track/7BwxbmYFy0l3ROHDjV2c14
168,"Baby Girl (feat. Lalo Ebratt)","Mario Bautista",1157,https://open.spotify.com/track/6o8ogTrSX8H0F66Pdz3Tsc
169,"Amor de Verdade","MC Kekel",1144,https://open.spotify.com/track/76KDy62J99FKu6ZsxMJy3j
170,"Quiero Repetir",Ozuna,1142,https://open.spotify.com/track/0MIcPSq9n2z5H8TAfEstri
171,"Jackie Chan",Tiësto,1138,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
172,"Loco Enamorado","Abraham Mateo",1129,https://open.spotify.com/track/4N1c5rmWOzRmB9SMacr5wB
173,"La flaca","Jarabe De Palo",1118,https://open.spotify.com/track/2LsbizbOeNa4x6qsi2jAMb
174,FRIENDS,Marshmello,1115,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
175,Youngblood,"5 Seconds of Summer",1113,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
176,"Quien Sabe","Natti Natasha",1107,https://open.spotify.com/track/5ZkPBld8QqfUkS6aJG40yj
177,"I'm Yours","Jason Mraz",1105,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW
178,Havana,"Camila Cabello",1098,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
179,Peligrosa,"J Balvin",1092,https://open.spotify.com/track/3Nkqp3NSGWMXVVO08zGpN7
180,"Consejo de Amor",TINI,1083,https://open.spotify.com/track/1zHQ5gjJoNxT4RYFmGEWuo
181,"God is a woman","Ariana Grande",1083,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C
182,"Beautiful (feat. Camila Cabello)",Bazzi,1058,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF
183,"Goodbye (feat. Nicki Minaj & Willy William)","Jason Derulo",1051,https://open.spotify.com/track/5Xn4IyTtW6FUGIUyWjbUHG
184,"Ay Mi Dios (feat. Pitbull, Yandel & Chacal)",IAmChino,1043,https://open.spotify.com/track/6stYbAJgTszHAHZMPxWWCY
185,"Punto Y Aparte",Morat,1039,https://open.spotify.com/track/6RiV6DnCbfc0b2KbNvumdP
186,"Wonderwall - Remastered",Oasis,1034,https://open.spotify.com/track/5qqabIl2vWzo9ApSC317sa
187,"Better Now","Post Malone",1023,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
188,"Be Alright","Dean Lewis",1022,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
189,"Un Poquito","Diego Torres",1019,https://open.spotify.com/track/5pH8g37XIkQej0AnlfQgNS
190,"En El Muelle De San Blas",Maná,1018,https://open.spotify.com/track/0mvocLIWUnT10znvIXwHGr
191,"Let Me Love You","DJ Snake",1018,https://open.spotify.com/track/0lYBSQXN6rCTvUZvg9S0lU
192,Besame,Valentino,1017,https://open.spotify.com/track/7Ckhk1XW5NV2k4jpqtQNlz
193,"Contigo Siempre","Alejandro Fernandez",1017,https://open.spotify.com/track/17LxkTp8UNbPcYrDrI6UOq
194,"Cómo Te Voy A Olvidar","Los Angeles Azules",1016,https://open.spotify.com/track/51dNexiESqcJLsGLrmg1Nv
195,Amárrame,"Mon Laferte",1007,https://open.spotify.com/track/3EK4tGkSiO5xvvB5sM4tln
196,"Ojos Que No Ven",Maluma,1004,https://open.spotify.com/track/7sormsdEi2yxGsUn7bUjyx
197,"La Guitarra - MTV Unplugged","Los Auténticos Decadentes",1001,https://open.spotify.com/track/6ShvfmU4urNlBry7O9Vt0t
