,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
84,"Something Just Like This","The Chainsmokers",5288,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
85,"Jackie Chan",Tiësto,5281,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
86,刚好遇见你,"Li Yugang",5243,https://open.spotify.com/track/262Q20zX8BmAOIA6cFB2t9
87,演員,"Joker Xue",5165,https://open.spotify.com/track/6LunoYd3xpZ19sICOXS8Xd
88,言不由衷,"LaLa Hsu",5127,https://open.spotify.com/track/3AIvgFB3YTo349ZlcfOnOo
89,讓我留在你身邊,"Eason Chan",5082,https://open.spotify.com/track/07MNtfddtgCo6VrUm3O9dw
90,Havana,"Camila Cabello",5016,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
91,身後,"A-Mei Chang",4963,https://open.spotify.com/track/5niImrS3tokLyQ8uHKswt1
92,"我有多麼喜歡你 (feat. 林宥嘉)","Jam Hsiao",4917,https://open.spotify.com/track/4ocbEHPHKDfGZz6va77bEo
93,撥接,"Julia Wu",4884,https://open.spotify.com/track/1d7pdOBHeuo2JSdzn3AtBi
94,"I'm Fine",BTS,4792,https://open.spotify.com/track/0EQMrxdeiBhry9JCxskko3
95,"Taste (feat. Offset)",Tyga,4768,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
96,"說散就散 - ""前任3:再見前任""電影主題曲","Tia Ray",4734,https://open.spotify.com/track/1YfDfk1s3U1iexGila4UC2
97,你不是我的,"Andrew Tan",4728,https://open.spotify.com/track/62PdTyaZ1eyfGZxWNC4Ejq
98,"光年之外 (電影 《Passengers》 中國區主題曲)",G.E.M.,4685,https://open.spotify.com/track/1bkvGbgK4HU8B7Ue4k7O7I
99,"Don't cry Don't cry - (公視:你的孩子不是你的孩子 主題曲)","Waa Wei",4607,https://open.spotify.com/track/5EogtwewXy5Dtd6lUfFfXA
100,踮起腳尖愛,"Pei-Yu Hong",4549,https://open.spotify.com/track/18sAGLtcv4bRvwUfmfM5o9
101,"Survive (feat. Emeli Sandé, Gucci Mane)","Don Diablo",4546,https://open.spotify.com/track/0ZK4SbP0mgjTlvLiSBbhsd
102,買榜,Poetek,4524,https://open.spotify.com/track/67LTN04r77CavIkE7dc4tF
103,Closer,"The Chainsmokers",4442,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
104,"最好的朋友在身邊 - 電影《愛情公寓》主題曲",A-Lin,4437,https://open.spotify.com/track/7gPCxdYOplR4OELwlxkwqD
105,"You Are My Only One (電視劇“我和兩個他”主題曲)","Tia Ray",4391,https://open.spotify.com/track/71O9WhK2KDKAeD6ZigPIuB
106,記得帶走,"LaLa Hsu",4382,https://open.spotify.com/track/2vufWUfS5xLwIf3S0jKV1V
107,"Real Friends","Camila Cabello",4332,https://open.spotify.com/track/5vnpANH92iEajvGwE2oQ6r
108,偉大的渺小,"JJ Lin",4319,https://open.spotify.com/track/1P2RxojrM3KEoKgM7pbc9i
109,愛過你有多久就有多痛,蕭秉治,4317,https://open.spotify.com/track/0RRT94g1fduf5thBol6fYW
110,"Answer : Love Myself",BTS,4251,https://open.spotify.com/track/4eVkn18rN4GguUWOsR6Use
111,Flames,"David Guetta",4201,https://open.spotify.com/track/66BjcDhhwWCcQIBxHMpKXh
112,"The Middle",Zedd,4199,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
113,"FAKE LOVE",BTS,4170,https://open.spotify.com/track/3aW0ds4A4tSQDIp75FqWTo
114,最好的年紀,"Kit Chan",4097,https://open.spotify.com/track/6FYQyYclimGGawndukeK8s
115,"不曾回來過 - 電視劇""通靈少女""插曲","Nana Lee",4069,https://open.spotify.com/track/6QAn6Crff7sfcqC83fH7dd
116,失落沙洲,"LaLa Hsu",4020,https://open.spotify.com/track/4vBoopG4WzohMju1GUmwoi
117,還好,"Rachel Liang",4016,https://open.spotify.com/track/1PIPzILhqi26YRr7vpFLay
118,灰色,"LaLa Hsu",3966,https://open.spotify.com/track/1dIKxlEtHBABzk1DlRNCxc
119,Wolves,"Selena Gomez",3957,https://open.spotify.com/track/0tBbt8CrmxbjRP0pueQkyU
120,"DDU-DU DDU-DU - KR Ver.",BLACKPINK,3923,https://open.spotify.com/track/2CWnuF7ht55Ajyeg4WPvWu
121,長途夜車,"Fire EX.",3921,https://open.spotify.com/track/3aH4zwCqiIEH08zbJO4jlH
122,同類,"Hu Xia",3916,https://open.spotify.com/track/2PfoBIHXsWcm3ifbyWLw0U
123,誰來剪月光,"Eason Chan",3865,https://open.spotify.com/track/7npBr1YMDpbeYbVXiqnhE0
124,到此為止,"LaLa Hsu",3816,https://open.spotify.com/track/5dUshocB5ykBkSr8jtMf7p
125,Faded,"Alan Walker",3812,https://open.spotify.com/track/7gHs73wELdeycvS48JfIos
126,SWAG午覺,Outlander,3808,https://open.spotify.com/track/3rGMUcRkIRBO9dggY7bTYw
127,日常,EggPlantEgg,3789,https://open.spotify.com/track/5os0kLggrm4cynK8RsOMVf
128,"Creep On Me",GASHI,3774,https://open.spotify.com/track/1MUL6DO2gVimj2YrVedubd
129,"Like I Love You","Lost Frequencies",3763,https://open.spotify.com/track/2ZrM2IfZelBZMZoBq9y4kj
130,"All I Am","Jess Glynne",3760,https://open.spotify.com/track/6X6SdJzxyw7GzxwP2fr9WV
131,"一愛難求 (電視劇《扶搖》片尾曲)","LaLa Hsu",3732,https://open.spotify.com/track/55Cl1GJlpC5hm8YNGq0jfi
132,"I Don't Wanna Love You Anymore",LANY,3711,https://open.spotify.com/track/1NEV2pt7AJSHWadhfCZ48t
133,家家酒,"Jia Jia",3706,https://open.spotify.com/track/6mO5fCJKvB9tr5RAFvBO7z
134,拋物線,"Tanya Chua",3687,https://open.spotify.com/track/2oZJWtQZ6CLPHHsnUhC3IY
135,"I'm Yours","Jason Mraz",3673,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW
136,後來的我們,Mayday,3636,https://open.spotify.com/track/13AruKdh8wJhWx6i5dV8X1
137,"All Falls Down","Alan Walker",3571,https://open.spotify.com/track/5yFSF6qQA1rcLsQRnBsZgb
138,會呼吸的痛,"Fish Leong",3544,https://open.spotify.com/track/5IgElbSREzVyqgf1OCuKJd
139,泡沫,G.E.M.,3537,https://open.spotify.com/track/2IfSPLPDW6RGosdB5huwAA
140,"Rumors (with Sofia Carson)",R3HAB,3520,https://open.spotify.com/track/4hIhoGN4UTZdNpHn5PbvoC
141,"我多喜歡你,你會知道 - 網劇《致我們單純的小美好》推廣曲","Wang Jun Qi",3518,https://open.spotify.com/track/221FBKC22DTc7XkPIaZYOl
142,壞掉的大人,"Andrew Tan",3511,https://open.spotify.com/track/5ivODdcE3pyughpeeW7KEk
143,Wasted,"Jesse McCartney",3510,https://open.spotify.com/track/72JSy2MFkMCF3gkE3dCfjH
144,"Just Wanna Love You (feat. J. Balvin)","Cris Cab",3509,https://open.spotify.com/track/3d0j5Tkx2Yum7FhMvJZe85
145,3AM,AmPm,3491,https://open.spotify.com/track/7IBwivORJwEj46x1YE2G36
146,"One Kiss (with Dua Lipa)","Calvin Harris",3469,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
147,Egotistic,Mamamoo,3453,https://open.spotify.com/track/5Z4aqpT39KpY8gbHoJWdou
148,"Tears & Tantrums",XYLØ,3448,https://open.spotify.com/track/3Jc6Bdhc4QDQwal1urpuNk
149,Dose,Ciara,3446,https://open.spotify.com/track/06eXJqVLAVynj9FvBFu4Dt
150,"Right Now","Nick Jonas",3397,https://open.spotify.com/track/43wzy7JxMEfvCh8ZFeZKYk
151,"New Rules","Dua Lipa",3386,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
152,"We Don't Care",Sigala,3380,https://open.spotify.com/track/59D6pNWyn8UXPpos5fbAqm
153,"Like I Do","David Guetta",3379,https://open.spotify.com/track/4aBYzs8RxZMuqyOanNlf8I
154,我懷念的,"Stefanie Sun",3377,https://open.spotify.com/track/7z2M7DsEjZjwXBkWG3zd21
155,愛就愛吧,"Valen Hsu",3375,https://open.spotify.com/track/2Y2viwx1oG3Qm56wtcH9nI
156,"你,好不好? - Ending Theme Song of TVBS Series ""Life List""","Eric Chou",3367,https://open.spotify.com/track/2gug6MRv4xQFYi9LA3PJCS
157,"Moonlight (feat. 袁婭維)","Will Pan",3363,https://open.spotify.com/track/1hwQKehwDHX3Pu2in29X43
158,"Way Down",MØ,3338,https://open.spotify.com/track/2YO0cEL5FcsE2MfZgG5mVZ
159,獨家記憶,"Jordan Chan",3325,https://open.spotify.com/track/3cSHn8YDBsq4Tlc4RXKSUe
160,FRIENDS,Marshmello,3278,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
161,"Thru These Tears",LANY,3270,https://open.spotify.com/track/4gB61mP4tNChn4LgfquMhi
162,Connection,OneRepublic,3242,https://open.spotify.com/track/3T4UodGkfZObJ43RtA5KFU
163,"Remember Me","OH MY GIRL",3228,https://open.spotify.com/track/6VDDE3UVEcNsNy3UU6MznG
164,"HANN (Alone)",(G)I-DLE,3212,https://open.spotify.com/track/7gr57cYekMWriyJYbT7oZ4
165,"Too Good At Goodbyes","Sam Smith",3209,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
166,"Dance The Night Away",TWICE,3197,https://open.spotify.com/track/281tmNk46TBQS9ACYMLYyA
167,她說,"JJ Lin",3193,https://open.spotify.com/track/632VyMrvhsHIsO4zq9khts
168,"LOVE SCENARIO",iKON,3180,https://open.spotify.com/track/6qAzAmPBUpGrk7XADZHR5k
169,"Drew Barrymore","Bryce Vine",3159,https://open.spotify.com/track/0OgGn1ofaj55l2PcihQQGV
170,Perfect,"Ed Sheeran",3159,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
171,"Better Now","Post Malone",3156,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
172,"不將就 (電影""何以笙簫默""片尾曲)","Ronghao Li",3130,https://open.spotify.com/track/5DH8nF7aWoXXg5Sm3gjCWD
173,"No Drama (feat. Craig David)","James Hype",3129,https://open.spotify.com/track/6IIOcnq93QAaKeRX1cs16v
174,給我一個理由忘記,A-Lin,3074,https://open.spotify.com/track/2DcmVSLAg0ZzfOQxDshZHY
175,"SLOW DANCING IN THE DARK",Joji,3063,https://open.spotify.com/track/0UyljEbX9dqI1K0sqdv6B6
176,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,3040,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
177,Photograph,"Ed Sheeran",3038,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
178,換句話說,HUSH,3034,https://open.spotify.com/track/7IC36mmom4E4XECDwmH6Bk
179,人質,"A-Mei Chang",3031,https://open.spotify.com/track/6OAUhxFZzaRHHC8XiuIkvb
180,浪費,"LaLa Hsu",3019,https://open.spotify.com/track/3gZ8MaUydTMX27teBh1L22
181,"I Like Me Better",Lauv,3011,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
182,如果雨之後,"Eric Chou",3005,https://open.spotify.com/track/6kabSi7XCHHGThNme6J2tL
183,"Self Care","Mac Miller",2992,https://open.spotify.com/track/5bJ1DrEM4hNCafcDd1oxHx
184,那些你很冒險的夢,"JJ Lin",2974,https://open.spotify.com/track/5kZDxLcbqglZ2yYXg4Mkjc
185,不為誰而作的歌,"JJ Lin",2970,https://open.spotify.com/track/0VqSdtXseb9khdZrnYVyM1
186,SAD!,XXXTENTACION,2967,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
187,曬傷,"Waa Wei",2961,https://open.spotify.com/track/1pPUqWDZhmzx91MaRQJ7pO
188,IDGAF,"Dua Lipa",2953,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
189,"忘課 - 電視劇《前男友不是人》片尾曲","Rainie Yang",2951,https://open.spotify.com/track/6wGKXla8ynlYmoQCJStvCR
190,"Young (As We'll Ever Be) [Waterzonic Anthem] [feat. Brandon Chase]","22 Bullets",2949,https://open.spotify.com/track/35vYctkISeaeiFfyOfWmEK
191,"The Scientist",Coldplay,2946,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle
192,"Naughty boy",PENTAGON,2945,https://open.spotify.com/track/1qLgJ1M37Mj50hlOnuw9cs
193,Fall,Eminem,2932,https://open.spotify.com/track/58QhkbaAkLFnn7JwAnAato
194,"Lucid Dreams","Juice WRLD",2925,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
195,Epiphany,BTS,2859,https://open.spotify.com/track/7L8hkKW4hnemNfuOfEZcle
196,Friends,"Why Don't We",2858,https://open.spotify.com/track/0GmfYAOe7Y3vIv4lKdaeOA
197,錯過不錯,G.E.M.,2842,https://open.spotify.com/track/56vcUkHasqTSyfJHSJysct
198,Shotgun,"George Ezra",2829,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC
199,Stay,Zedd,2815,https://open.spotify.com/track/0I20rLT2MJDhcF96AjbNYo
200,"KILLING ME",iKON,2814,https://open.spotify.com/track/27kB4qLUCV8nZd2eOgj1Tk
