,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
57,Criminal,"Natti Natasha",20734,https://open.spotify.com/track/6Za3190Sbw39BBC77WSS1C
58,X,"Nicky Jam",20132,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
59,Marinero,Maluma,19583,https://open.spotify.com/track/6x5LBP3nYXVdIDoomChGr3
60,"Robarte un Beso","Carlos Vives",19554,https://open.spotify.com/track/0JcNysfWVWaMS7R6vzGB2k
61,"Me Rehúso","Danny Ocean",19528,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
62,Dimelo,"Paulo Londra",17827,https://open.spotify.com/track/3uwehoqKSQLa5lFFvIX6M3
63,Solita,Ozuna,17805,https://open.spotify.com/track/7rwX0O3RlxqqIjQM8evm5E
64,Amárrame,"Mon Laferte",17371,https://open.spotify.com/track/3EK4tGkSiO5xvvB5sM4tln
65,"Más Fuerte",Greeicy,16979,https://open.spotify.com/track/2fKwgxMdLZ1IZPUXEG1Si7
66,Casualidad,Nacho,16955,https://open.spotify.com/track/08rwXPBZ2DHOwnL7xaz044
67,"Girls Like You (feat. Cardi B)","Maroon 5",16891,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
68,"Suena El Dembow","Joey Montana",16067,https://open.spotify.com/track/0woHVOh3KXLSDv8VU9XwZ4
69,Corazón,Maluma,15964,https://open.spotify.com/track/5cepAtqnEQ6yVG6088zMMu
70,"A Esa","Daniela Darcourt",15904,https://open.spotify.com/track/6lqoTSAwzaYo3Kpr7DXrF0
71,Pineapple,"Karol G",15469,https://open.spotify.com/track/2RXzzOxmBlffT81fjwBSVh
72,Ibiza,Ozuna,15360,https://open.spotify.com/track/1h9P5WJwyvK8OB7O2YiXgp
73,Brindemos,"Anuel Aa",15311,https://open.spotify.com/track/7LeQ55Z5jPBB0ggYJtAiYO
74,"La Vida Sin Ti","Piso 21",15212,https://open.spotify.com/track/1RvL7eHoeUolnQbWm2Hnba
75,"One Kiss (with Dua Lipa)","Calvin Harris",14667,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
76,Sensualidad,"Bad Bunny",14598,https://open.spotify.com/track/5hcisvFMidkMJlElTO9Qmw
77,"Shape of You","Ed Sheeran",14540,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
78,"Quiero Volver",TINI,14149,https://open.spotify.com/track/1jcAZRfufvi67KWnwRmizE
79,"A Partir De Hoy","David Bisbal",13829,https://open.spotify.com/track/7ojH6H4wE6XJNgzU4uvNc8
80,"Otra Vez (feat. J Balvin)","Zion & Lennox",13822,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq
81,"New Rules","Dua Lipa",13812,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
82,"Escápate Conmigo (feat. Ozuna)",Wisin,13701,https://open.spotify.com/track/1KSqYYJFyfTecXFk9M0prc
83,Triste,"Bryant Myers",13669,https://open.spotify.com/track/5MNS5FF4LrTX0jIaI0gory
