,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
109,"Sincerity Is Scary","The 1975",1134,https://open.spotify.com/track/06Vthiq8nNDuT5nOcch535
110,IDOL,BTS,1130,https://open.spotify.com/track/03iCbZaM4OkRR4We6wIzvx
111,Noticed,"Lil Mosey",1120,https://open.spotify.com/track/7d6XJZjnm7iWcKwYL9z5kC
112,everytime,"Ariana Grande",1110,https://open.spotify.com/track/0WdR2AyLW1Drd3OUdwezM0
113,Chun-Li,"Nicki Minaj",1109,https://open.spotify.com/track/1e4rwBPVI32vZtTJu7mJ4J
114,"Magic In The Hamptons (feat. Lil Yachty)","Social House",1104,https://open.spotify.com/track/2Yer0p7uB2lVBUAtANuuQp
115,"I'm Yours","Jason Mraz",1103,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW
116,"Ocean (feat. Khalid)","Martin Garrix",1102,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
117,Shotgun,"George Ezra",1097,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC
118,"Leave Me Alone","Flipp Dinero",1095,https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g
119,Closer,"The Chainsmokers",1090,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
120,"Feel It Still","Portugal. The Man",1087,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
121,"Mob Ties",Drake,1084,https://open.spotify.com/track/7rC5Pl8rQSX4myONQHYPBK
122,"XO TOUR Llif3","Lil Uzi Vert",1081,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
123,"Right Now","Nick Jonas",1073,https://open.spotify.com/track/43wzy7JxMEfvCh8ZFeZKYk
124,"Vaina Loca",Ozuna,1070,https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA
125,"Love Someone","Lukas Graham",1067,https://open.spotify.com/track/6r3baE6njwU4aoJq6zPukG
126,"Yes Indeed","Lil Baby",1065,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
127,"Born To Be Yours",Kygo,1060,https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM
128,"Nephew (feat. Lil Pump)",Smokepurpp,1059,https://open.spotify.com/track/0ibOcbkp2XG46Do8jcy0bL
129,"Love Lies (with Normani)",Khalid,1057,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
130,"No Limit",G-Eazy,1053,https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW
131,goosebumps,"Travis Scott",1034,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
132,"Bodak Yellow","Cardi B",1029,https://open.spotify.com/track/6KBYefIoo7KydImq1uUQlL
133,"Lean Wit Me","Juice WRLD",1019,https://open.spotify.com/track/29tc0GbW0pTSBZSCZF3NWk
134,"My Boy (feat. J. Cole) - Freestyle",Wale,1018,https://open.spotify.com/track/11QvWp3CsEPd0YLE6xKGyx
135,"High Hopes","Panic! At The Disco",1012,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
136,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,1011,https://open.spotify.com/track/0ZNrc4kNeQYD9koZ3KvCsy
137,YOSEMITE,"Travis Scott",1003,https://open.spotify.com/track/7lAK3oHbfEnvUQWosrMMpR
