,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
115,"Chardonnay & Purple Haze",Marteria,78794,https://open.spotify.com/track/0CbmM8sKLUr2BV3xULRn6R
116,"Offenes Verdeck",KALIM,77274,https://open.spotify.com/track/4I4E7QZ0ZiNt0pWBk7XyiI
117,"Je ne parle pas français - Beatgees Remix",Namika,77108,https://open.spotify.com/track/0LH2h4pwiX1iY3KDuONOb6
118,Youngblood,"5 Seconds of Summer",76899,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
119,Flames,"David Guetta",75902,https://open.spotify.com/track/66BjcDhhwWCcQIBxHMpKXh
120,Primo,"RAF Camora",75056,https://open.spotify.com/track/7y5chiQbuvviOYUfUmOPqo
121,FRIENDS,Marshmello,73589,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
122,Terrorangst,Alligatoah,72594,https://open.spotify.com/track/3V3Nl4qQV8hHUCkyjlo0qT
123,Fuego,Veysel,72495,https://open.spotify.com/track/5FnVTit5CWHIou1GHWVGoO
124,STARGAZING,"Travis Scott",71918,https://open.spotify.com/track/7wBJfHzpfI3032CSD7CE2m
125,Knöcheltief,Trettmann,71882,https://open.spotify.com/track/7AwPgamlOy97TfTIXDvb4S
126,"Chinchilla (feat. KC Rebell & Capital Bra)","Summer Cem",71699,https://open.spotify.com/track/3a5qsP4xawpweFRXgzG6VP
127,"God's Plan",Drake,71684,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
128,Kamikaze,Eminem,71556,https://open.spotify.com/track/2gsNpSn7VvvJuSrIDfRoYy
129,Verändert,Ufo361,71446,https://open.spotify.com/track/0JyiveD2YWsxJWAJmlrCNS
130,"Alles für mich (feat. Moe Phoenix)",Fard,71191,https://open.spotify.com/track/337IpkRKsb4oEFnsU84eLX
131,Scofield,JAZN,70904,https://open.spotify.com/track/5IrJn3562yV1vf3bhJ5Iks
132,"High On Life (feat. Bonn)","Martin Garrix",70882,https://open.spotify.com/track/4ut5G4rgB1ClpMTMfjoIuy
133,"no tears left to cry","Ariana Grande",70566,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo
134,"Ocean (feat. Khalid)","Martin Garrix",69946,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
135,"Halb so viel",LEA,69447,https://open.spotify.com/track/0fM7Oxv1I8DsOI6VcmLYlr
136,Barking,Ramz,68432,https://open.spotify.com/track/2U5cq89GCnsR1yixKkC8d5
137,"I Like It (feat. Kontra K and AK Ausserkontrolle)","Cardi B",67929,https://open.spotify.com/track/6ejutdxQVGPCNpFys7TLAn
138,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",67460,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
139,"Für immer wach - Radio Edit","Gestört aber GeiL",66549,https://open.spotify.com/track/02HNbJXijTZMtHwr2S04GW
140,changes,XXXTENTACION,66339,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
141,"Like I Do","David Guetta",65666,https://open.spotify.com/track/4aBYzs8RxZMuqyOanNlf8I
142,"Dieser Boy",Fler,65545,https://open.spotify.com/track/6X2kc46vwbRdcoZGzGDQun
143,"Shape of You","Ed Sheeran",65432,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
144,"So gut wie neu",Alligatoah,64799,https://open.spotify.com/track/3F23UghPZhrix9SXebUuWY
145,Nonstop,Drake,64749,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
146,"Cordula Grün",Josh.,64697,https://open.spotify.com/track/483ykNWhSQXYprueXUMNeo
147,Medusablick,Jigzaw,64057,https://open.spotify.com/track/1htDr3ACVmEcCCpiCDs1hh
148,"Die grüne Regenrinne II",Alligatoah,63832,https://open.spotify.com/track/1ovNeaaV3JkGIoGwPGCIZb
149,"Zusammen feat. Clueso","Die Fantastischen Vier",63123,https://open.spotify.com/track/35Ma4j9sPWhUAJ471naHV3
150,"KMN Member","KMN Gang",61206,https://open.spotify.com/track/3Cw0IAdjDgjyD4AEY4o2ZW
151,"Meine Hoe",Alligatoah,60922,https://open.spotify.com/track/75ReXzQ5Aw3k5GnA2xDXol
152,"We Can Do Better","Matt Simons",60893,https://open.spotify.com/track/1hLjLWrzO18acdCFcccFWk
153,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,60521,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
154,"Wie Zuhause",Alligatoah,60353,https://open.spotify.com/track/213yMMrzyTRAa2Ko28WSfg
155,"Stepping Stone",Eminem,60013,https://open.spotify.com/track/60Z57Wdrn0pEVpHI7d7GAX
156,Avirex,RIN,59157,https://open.spotify.com/track/75do9XnLzMDDkeDYRY75FV
157,Kontrollieren,"RAF Camora",59067,https://open.spotify.com/track/1uGERQ2DVv7j9WSsWzOHVp
158,"Molotov (feat. RAF Camora)","Summer Cem",59010,https://open.spotify.com/track/4OIvBxO2bUD2J9L1hD7IpV
159,"RAP DEVIL","Machine Gun Kelly",58842,https://open.spotify.com/track/63TyoT9Ee03rQxv8xmdJ2l
160,"Bei Nacht","Azzi Memo",58507,https://open.spotify.com/track/0x3yJ6yQvgDBpQOIm5YVAv
161,"Venom - Music From The Motion Picture",Eminem,57214,https://open.spotify.com/track/2SL6oP2YAEQbqsrkOzRGO4
162,Havana,"Camila Cabello",57050,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
163,Normal,Eminem,56767,https://open.spotify.com/track/0evt4UZbdhnHtcAnxkm6A1
164,"Mi Corazon",Rooz,56622,https://open.spotify.com/track/3DCPcT6lwFmyWuSmqvj1ke
165,"Booty (feat. Dopebwoy)",Majoe,56553,https://open.spotify.com/track/3HSFw0MFTq8Jy9cDkmYwfw
166,VVS,Ufo361,56460,https://open.spotify.com/track/3Dz60wNYgx77kkCPlTR6AM
167,"Palmen aus Plastik","Bonez MC",56142,https://open.spotify.com/track/6wHRm1KR8pzVDPdmR6Qovj
168,Fiesta,Edin,55982,https://open.spotify.com/track/3QFCYlszjVa8n5crINiwFF
169,"Just Wanna Love You (feat. J. Balvin)","Cris Cab",55975,https://open.spotify.com/track/3d0j5Tkx2Yum7FhMvJZe85
170,"Von Party zu Party",SXTN,55600,https://open.spotify.com/track/4h6UIDvGWTYZvu4BLf2GpO
171,Darkside,"Alan Walker",55361,https://open.spotify.com/track/1snWlbcbgQpJfknoI30DWG
172,"Jocelyn Flores",XXXTENTACION,54555,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
173,"Uh Mami",JAZN,54483,https://open.spotify.com/track/3RWsERN6QL5YxNbqn9FHe9
